Type,Family,Cost,Cut Length,Structural Material,Count
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2938,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2259,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,1951,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1766,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,705,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3779,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2259,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,1937,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1766,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,698,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3779,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,936,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,937,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,937,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,937,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,4215,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,4009,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2783,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,3606,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,3980,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1165,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1301,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1316,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1165,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1301,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1316,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1165,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1301,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1316,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,408,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,408,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,404,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,408,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,757,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,404,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,840,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1530,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1530,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1540,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1540,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1530,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1530,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1464,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3990,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4177,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4177,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1464,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1464,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3340,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3100,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2259,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,1937,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1766,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,698,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3311,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3514,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3779,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3331,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3331,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1142,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1049,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1062,Metal - Acero - 345 MPa,1
IPE300,IPE-Beams,320,1062,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1062,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,10320,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1049,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,913,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,789,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,4077,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,4077,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,974,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2874,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3179,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1017,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,936,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,13627,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,404,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,408,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2941,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2888,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2707,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2810,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,3670,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1097,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1017,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1043,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1043,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1043,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,13681,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1036,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2957,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1055,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1068,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1055,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1068,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1057,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,10295,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1057,Metal - Acero - 345 MPa,1
UPE 220,UPE - Canales de ala paralela,195,3472,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2927,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,1134,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,1122,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3005,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3375,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3268,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3365,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3268,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,1469,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,1469,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,2319,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,2304,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,4215,Metal - Acero - 345 MPa,1
HSS127X12.7,HSS-Tubo estructural redondo,200,3863,Metal - Acero - 345 MPa,1
HSS127X12.7,HSS-Tubo estructural redondo,200,3553,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2814,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,914,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2814,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,914,Metal - Acero - 345 MPa,1
